"INTERVAL_END","'1098->1056'","'1058->1059'","'1057->1056'","'1017->1007'","'1115->1015'","'1015->1115'","'1103->1061'","'1135->1231'","'1260->1261'","'1072->1061'","'1070->1069'","'1122->1123'","'1124->1133'","'1137->1136'","'1127->1089'","'1085->1086'","'1088->1089'","'1172->1171'","'1165->1532'","'1544->1539'","'1539->1537'","'1075->1076'","'1078->1077'","'1076->1075'","'1182->1515'","'1090->1573'","'1573->1538'","'1095->1096'","'1006->1081'","'1080->1130'","'1156->1170'","'1059->1060'","'1058->1057'","'1160->1154'","'1091->1092'","'1126->1120'","'1124->1123'","'1140->1138'","'1089->1127'","'1127->1229'","'1059->1171'","'1184->1173'","'1173->1174'","'1543->1529'","'1532->1527'","'1534->1544'","'1076->1077'","'1062->1107'","'1573->1090'","'1067->1096'","'1095->1133'","'1172->1170'","'1097->1098'","'1059->1058'","'1056->1098'","'1007->1115'","'1162->1154'","'1239->1231'","'1129->1260'","'1132->1092'","'1092->1091'","'1069->1070'","'1070->1097'","'1099->1061'","'1061->1072'","'1140->1271'","'1088->1087'","'1087->1088'","'1270->1071'","'1158->1546'","'1539->1544'","'1063->1064'","'1538->1573'","'1096->1095'","'1170->1156'","'1081->1006'","'1084->1083'","'1005->1002'","'1002->1006'","'1055->1097'","'1057->1058'","'1103->1162'","'1154->1160'","'1161->1160'","'1189->1178'","'1134->1142'","'1261->1129'","'1131->1129'","'1097->1070'","'1128->1126'","'1084->1090'","'1090->1084'","'1527->1533'","'1157->1528'","'1544->1534'","'1063->1062'","'1156->1068'","'1006->1002'","'1005->1083'","'1081->1080'","'1170->1172'","'1060->1025'","'1134->1178'","'1125->1131'","'1094->1093'","'1132->1093'","'1094->1164'","'1099->1055'","'1123->1124'","'1229->1127'","'1087->1086'","'1084->1085'","'1171->1172'","'1530->1523'","'1533->1523'","'1523->1530'","'1546->1158'","'1064->1075'","'1064->1063'","'1181->1515'","'1130->1080'","'1056->1057'","'1060->1059'","'1097->1055'","'1015->1025'","'1061->1103'","'1142->1134'","'1178->1189'","'1231->1239'","'1131->1125'","'1093->1132'","'1069->1068'","'1121->1122'","'1133->1124'","'1123->1122'","'1120->1126'","'1126->1128'","'1171->1059'","'1529->1530'","'1532->1165'","'1075->1064'","'1515->1181'","'1174->1181'","'1133->1095'","'1096->1067'","'1067->1068'","'1068->1156'","'1025->1060'","'1098->1097'","'1025->1015'","'1115->1007'","'1007->1017'","'1160->1161'","'1154->1162'","'1162->1103'","'1125->1142'","'1189->1135'","'1135->1189'","'1074->1072'","'1061->1099'","'1137->1128'","'1120->1121'","'1121->1120'","'1128->1137'","'1271->1136'","'1271->1140'","'1089->1088'","'1086->1085'","'1086->1087'","'1155->1071'","'1082->1006'","'1082->1270'","'1174->1173'","'1533->1527'","'1527->1532'","'1529->1543'","'1543->1546'","'1528->1534'","'1537->1539'","'1181->1174'","'1515->1182'","'1068->1067'","'1002->1005'","'1083->1005'","'1231->1135'","'1178->1134'","'1142->1125'","'1129->1131'","'1164->1094'","'1092->1132'","'1093->1094'","'1068->1069'","'1055->1099'","'1072->1074'","'1136->1137'","'1122->1121'","'1138->1140'","'1136->1271'","'1085->1084'","'1071->1270'","'1270->1082'","'1006->1082'","'1071->1155'","'1172->1184'","'1173->1184'","'1184->1172'","'1546->1543'","'1523->1180'","'1180->1533'","'1530->1529'","'1534->1528'","'1528->1157'","'1107->1062'","'1062->1063'","'1077->1078'","'1077->1076'","'1080->1081'","'1083->1084'"
10/JUL/23 11:30:00.000000000 PM,0,0,0,0,0,0,0,23.33,344.62,0,0,0,76.83,61.89,0,0,0,0,0,0,0,0,76,0,0,0,0,165.33,79.33,35.57,0,0,0,0,117.5,0,0,46.2,0,0,0,0,0,0,0,35.67,57.67,0,0,0,204,0,0,0,0,0,78.67,108.22,0,0,0,0,0,0,0,65.5,0,0,0,0,0,85.6,0,0,0,88.67,146.08,108,89,0,0,0,0,0,126.25,0,0,0,0,52.67,0,0,0,0,48.4,0,0,38,100.56,135,0,0,0,0,0,31.8,0,0,0,0,91.88,82,0,0,103.33,0,0,110.33,0,120.75,48.75,0,0,0,0,0,0,100.92,106.5,0,0,0,0,82.73,0,0,52.63,0,0,0,0,0,0,0,192,0,235.25,0,0,0,0,0,0,96.33,0,0,57.18,47.5,0,0,0,0,0,38.63,0,68,0,0,52,0,0,0,0,111.5,0,0,0,0,0,0,0,0,120,95.43,30.63,0,0,0,0,92.4,0,0,0,0,0,0,41.17,61,71.33,0,113.25,150.25,0,0,0,0,0,14,137.5,0,0,0,0,0,76,0,194.83,131.89
10/JUL/23 11:45:00.000000000 PM,0,0,0,0,0,0,0,0,349.75,73.13,71,0,83.75,62.89,0,305.33,0,0,172.67,120.67,0,0,0,0,125,0,0,0,57.67,33.71,84,0,0,0,104,0,0,51.5,0,0,0,0,0,0,125.33,44.33,0,0,0,0,0,0,0,0,0,0,78.75,118.6,0,85,116,0,0,0,96.5,0,0,143,0,0,0,0,0,0,0,89,112.57,107.73,55.83,0,0,0,0,0,114,0,0,0,0,48.67,0,0,123,0,0,0,0,56.8,91.67,164,131.33,0,0,0,0,0,418.2,0,0,0,76.36,110.6,0,0,86.67,0,0,103.67,76,0,0,0,0,0,0,0,0,97.4,0,0,0,0,0,80.75,0,0,80.5,0,0,0,0,0,0,0,0,122,223,0,0,0,0,0,0,0,0,0,53.2,0,0,0,40.13,0,0,233.25,0,0,0,276.75,58.67,0,85,0,0,0,0,0,0,0,0,0,0,0,111.7,96.22,0,0,0,0,0,99.8,97.33,0,0,0,58.5,0,0,64.75,78.67,0,0,174.86,0,134.25,0,0,78,0,93.25,0,0,0,0,0,0,55.75,0,128.14
11/JUL/23 12:00:00.000000000 AM,0,0,0,0,0,0,0,24,366.13,75.29,0,0,0,60.25,0,0,0,0,0,0,0,0,0,0,0,0,0,174.75,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,351.25,0,0,0,0,0,79.67,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,72.33,0,111,0,0,0,0,0,0,109.5,0,0,0,0,0,0,0,0,0,0,0,0,36.33,96.5,0,0,0,0,0,0,0,0,0,0,0,86.83,0,0,0,0,0,0,0,0,0,71.5,0,0,0,0,0,0,105.67,0,0,25.25,0,0,82.33,0,0,53.75,0,0,0,0,0,0,0,181.25,0,0,0,0,0,0,0,0,0,0,0,58.63,50.8,0,0,0,0,0,41.6,0,68.33,0,0,62.11,0,0,110.4,0,0,0,0,0,0,0,0,0,0,112,0,29,0,0,0,399,0,0,0,0,0,0,0,0,77.5,69.17,0,105.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.67,116
11/JUL/23 12:15:00.000000000 AM,0,0,0,0,0,0,0,20.33,353.71,69,63.75,0,85,59.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.83,0,93,0,0,0,0,91.33,0,0,0,0,0,0,0,0,0,0,89.6,128,0,49,0,0,0,0,0,100.5,0,0,0,0,0,0,0,0,0,0,0,0,42.43,102.57,0,0,0,0,0,0,0,0,0,0,0,81.5,114.67,0,0,0,0,0,0,0,0,61.14,0,0,0,0,0,0,101,108.75,0,24,0,0,79.86,0,0,63.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,41.5,0,0,0,0,55.33,0,0,0,0,0,0,0,89,0,0,0,0,0,115.5,0,28.5,0,0,0,0,0,0,0,0,70.33,0,0,46.33,61.17,91,0,104.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.4,138.56
11/JUL/23 12:30:00.000000000 AM,0,0,0,0,0,0,0,0,338.14,76.5,0,0,83.25,57.83,0,0,0,0,0,0,0,72.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,98.5,0,0,0,0,0,0,82,64,0,0,0,0,0,0,0,0,0,99.33,132.6,116.33,54.67,0,0,0,0,0,95.7,0,0,0,0,57,0,0,0,0,53.25,0,0,58,93.8,0,0,0,0,0,0,0,0,0,0,0,60.75,122.67,0,0,0,0,0,92,0,0,78.38,0,0,0,0,0,0,102,0,0,0,0,0,82.73,0,0,55.92,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,45.6,0,165,43,0,0,39.9,0,0,0,0,0,0,0,87.5,0,0,0,0,0,0,0,0,0,0,116.6,95.25,25.5,0,0,0,0,0,0,0,0,79.33,0,0,45.56,51,71.67,0,91.71,86.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.5,112.33
11/JUL/23 12:45:00.000000000 AM,0,0,0,0,0,0,0,0,350.4,70.25,0,0,0,59.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,97.33,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,70.5,152.17,109.8,0,0,0,0,0,0,104.13,0,0,0,0,0,0,0,0,0,0,0,0,53.67,88.33,0,0,0,0,0,0,0,0,0,0,0,58.17,76.71,0,0,0,0,0,0,0,0,75.25,0,0,0,0,0,0,108.33,0,0,0,0,0,70.45,0,0,53.43,0,0,182.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.25,0,0,0,0,0,37.57,0,66.67,0,0,0,0,0,0,0,116.33,0,0,104.33,0,0,0,0,0,107.25,101.6,25.43,0,0,0,0,0,0,0,0,0,59,0,50.5,54,75.25,0,0,92.33,0,0,0,0,0,4.5,100.33,0,0,0,0,0,0,0,0,117.14
11/JUL/23 01:00:00.000000000 AM,0,0,0,0,0,0,0,0,345.33,71.17,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,42.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.6,0,0,0,0,147.83,107.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,62.4,0,0,0,0,0,0,0,0,0,84.83,0,0,0,0,0,0,101.62,0,0,0,0,0,0,0,0,52.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,120.2,0,0,0,0,42.6,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,93.33,84.33,25,0,0,0,0,0,0,0,0,0,0,0,0,59.63,69.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.33,112.75
11/JUL/23 01:15:00.000000000 AM,0,0,0,0,0,0,0,21.67,0,61.6,0,0,0,58.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,73.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.33,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.17,133.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.67,0,0,49.25,0,0,0,63.67,0,0,0,55.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.67,26.67,0,0,0,0,105.5,0,0,0,0,63.6,0,51,0,113.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/JUL/23 01:30:00.000000000 AM,0,0,0,0,0,0,0,21.25,352.2,0,71,0,78.25,57.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,98.67,0,0,0,0,0,0,97,0,0,0,0,52,0,0,0,0,0,0,0,0,89.33,0,0,0,0,0,0,0,0,0,0,0,62.75,96,0,0,0,0,0,0,0,0,67.33,0,0,0,0,0,0,112,104.33,0,0,0,0,72.75,0,0,60,0,0,0,84,0,0,204.33,0,0,0,0,0,0,0,0,0,79.75,0,0,54.33,0,0,0,37.75,0,0,55,0,0,0,281.25,53.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.33,0,0,0,0,0,129.25,239.67,0,0,0,0,0,0,0,82.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.33,0
11/JUL/23 01:45:00.000000000 AM,0,0,0,0,0,0,0,0,347.5,0,0,0,0,59.4,0,0,0,0,0,0,0,0,0,0,0,0,0,161.25,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,134.67,0,0,0,0,0,0,0,99.5,0,0,0,0,46.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,48.5,0,0,0,0,0,0,273,168.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,41.33,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,99.33,91.67,26.33,0,0,0,0,0,0,0,0,0,57,0,40.67,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.67
11/JUL/23 02:00:00.000000000 AM,0,0,0,0,0,0,0,0,347.18,0,0,0,0,57,0,1146.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.67,0,0,0,0,119.33,0,0,0,0,0,140.67,96.67,0,0,0,0,0,0,96,0,0,0,0,57,0,0,0,0,0,0,0,36.33,89.67,0,0,0,0,0,100.17,0,0,0,0,0,61.6,115.67,0,0,0,0,0,0,0,0,51.33,0,0,0,0,0,0,101.9,0,0,0,0,0,69.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.67,0,0,50.67,47,0,0,41.8,0,0,0,0,0,0,0,50.33,0,78.25,102,0,0,0,0,0,0,0,0,0,0,108.5,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/JUL/23 02:15:00.000000000 AM,0,0,0,0,0,0,0,0,353.14,0,0,0,0,59.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.75,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,95.33,0,0,0,0,0,0,0,0,0,0,0,154.5,99.6,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.17,87,0,0,0,0,0,0,0,0,0,0,0,55,141.6,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,94.75,0,0,34.33,0,0,83.25,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.67,0,273.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.75,83.33,27.67,0,0,0,0,0,0,0,0,0,0,0,0,0,65.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.67,119
11/JUL/23 02:30:00.000000000 AM,0,0,0,0,0,0,0,0,346.29,0,0,0,0,60.75,0,0,0,0,0,0,0,55.33,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,52.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.5,94.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,144.71,97.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,53.5,0,0,0,0,0,0,110,0,0,74.86,0,0,0,0,0,0,98.33,0,0,0,0,0,69.5,0,0,58.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.33,0,0,38.83,0,0,0,259,56.5,0,0,0,0,0,0,0,0,0,0,0,0,0,108.4,117.67,0,0,0,0,0,0,0,0,0,0,0,0,41,0,64.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.83,113.67
11/JUL/23 02:45:00.000000000 AM,0,0,0,0,0,0,0,0,341.33,0,0,0,80.67,60.4,0,0,0,0,0,0,0,55.67,0,0,0,0,0,0,0,28.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.75,0,0,0,0,0,0,0,0,0,0,144.75,103.4,50.75,0,0,0,0,0,95.5,0,0,0,0,51.86,0,0,0,0,0,0,0,0,89.8,0,0,0,0,0,0,0,0,0,0,0,65.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.5,0,0,0,0,0,75.2,0,0,56.83,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,212.5,0,0,0,0,0,0,42.57,0,0,39.6,0,0,0,267.2,52.2,0,0,0,0,0,0,0,0,0,0,0,0,0,110.2,91.4,0,0,0,0,0,0,96.33,0,0,0,59,0,46.5,0,65.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,120.75
11/JUL/23 03:00:00.000000000 AM,0,0,0,0,0,0,0,24.4,346,0,0,0,79.67,60.56,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,15.33,0,0,0,0,0,0,0,0,0,192,0,0,0,0,109,0,0,0,0,157,0,0,0,0,0,0,0,100.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,0,135.14,96.5,0,0,0,0,0,0,0,0,0,0,0,52.5,0,0,120.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.14,0,0,0,0,0,0,0,0,64.5,0,0,0,0,0,0,104.71,103.2,0,0,0,0,75.83,0,0,59.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.43,0,0,0,42.5,0,0,40.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.2,0,0,0,0,0,0,0,0,0,0,58.33,0,0,0,66.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.33,0,0
11/JUL/23 03:15:00.000000000 AM,0,0,0,0,0,0,0,18.83,337.9,83.33,0,0,81,59,0,0,0,0,0,0,0,0,81.14,373.33,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.33,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.67,0,0,142.83,99.6,0,0,0,0,0,0,102,0,0,0,0,51.38,0,0,0,0,0,0,0,50.6,89.67,0,0,0,0,0,0,0,0,0,0,0,66.71,138.2,0,0,102.4,0,0,0,0,0,68.4,0,0,0,0,0,0,100.67,96.33,0,0,0,0,0,0,0,54.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.57,0,0,0,39.25,0,0,40.43,60.67,0,0,0,57.67,0,0,0,0,0,0,0,0,0,0,0,0,0,104.17,95,0,0,0,0,0,0,0,0,0,0,61.2,0,47,57.67,73.6,0,0,0,0,0,0,0,0,17.33,320.5,0,0,0,0,0,0,0,0,0
11/JUL/23 03:30:00.000000000 AM,0,0,0,0,0,0,0,21.4,334.71,0,0,0,84.4,55,0,0,0,0,155.25,0,0,0,0,0,0,0,0,0,60,33.5,0,0,0,0,0,0,0,0,0,239.67,0,0,0,0,0,46.33,0,0,0,193.33,206,0,0,0,0,0,82.2,119.67,0,0,0,0,0,0,0,65.29,0,0,0,0,0,0,0,202,0,0,140.4,104.09,0,0,0,0,0,0,0,0,0,0,0,49.3,0,0,0,0,0,0,0,0,83.17,144.33,0,0,0,0,0,0,0,0,0,0,69,116.75,0,0,0,0,0,0,80.14,0,60.2,0,0,0,0,0,0,97.33,0,0,0,0,0,88.83,0,0,0,0,0,180.33,71,0,0,0,0,0,0,0,0,0,0,0,0,74.75,0,0,50.6,0,0,0,38.64,0,0,0,59.5,0,0,980.75,50.4,0,0,0,0,0,0,0,0,0,0,0,0,0,94,92.17,0,0,0,0,0,0,0,0,0,75.33,58.6,0,44.64,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117
11/JUL/23 03:45:00.000000000 AM,0,0,0,0,0,0,0,0,353.18,0,0,0,80.4,59.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.6,28.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.33,0,0,0,170,202,0,0,0,0,0,0,106.8,0,0,0,0,0,0,92.17,64.38,0,0,0,0,0,0,0,181.2,92.67,0,0,104.14,48.4,0,0,0,0,0,0,0,0,0,0,52.83,0,0,0,0,0,0,0,34.14,84,135.25,0,0,0,0,0,22,0,0,0,0,60.25,141.75,0,0,78.33,0,0,0,75.5,0,47.25,0,0,0,0,0,0,94.09,103.75,0,39.33,0,0,75.43,0,0,57.2,0,0,0,0,0,0,201.33,0,0,0,0,0,0,0,0,0,87.6,0,0,52.33,0,0,0,38.91,0,0,43.86,0,0,0,255.33,55.33,0,62.67,0,0,0,0,0,89.83,0,0,0,84,111.67,96.45,87.25,0,0,0,0,0,0,0,0,0,87.5,58.38,0,47.3,58.33,85,0,0,0,0,0,0,0,0,18.2,0,0,0,0,0,0,0,0,136,114.71
11/JUL/23 04:00:00.000000000 AM,0,0,0,0,0,0,0,23.2,339.58,0,0,0,0,59.41,0,0,0,0,0,0,0,0,67.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.33,0,0,0,0,0,0,0,32.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.33,76.17,0,0,0,0,0,0,0,0,0,67.43,169.17,108.5,0,0,0,0,0,0,104.14,0,0,0,0,46.5,0,0,0,0,0,0,0,31.13,90.15,0,0,0,0,0,0,0,0,0,0,0,70.75,0,0,0,0,0,0,0,79.86,0,59.93,0,0,0,0,0,0,102.38,100,0,0,0,0,78.1,0,0,51.25,0,0,250.17,79.67,0,0,0,0,0,0,0,0,0,0,0,0,96.44,0,0,56.2,51.5,0,0,36.5,0,0,41.92,0,0,0,299,65.88,0,0,0,0,301.33,0,0,0,0,0,0,96,116,98.25,99.88,28.5,0,0,0,0,0,0,0,0,90.4,58,0,27.13,53.5,74.5,0,122.33,0,0,0,0,0,0,0,91.67,0,0,0,0,0,0,53,126.38,108.13
11/JUL/23 04:15:00.000000000 AM,0,0,0,0,0,0,0,0,344.05,0,0,0,79.08,61.67,0,0,0,0,0,0,0,0,0,0,113.6,0,0,0,70,28.33,0,0,0,0,0,0,0,47.67,0,0,0,0,0,0,0,41.25,0,0,0,185.33,0,130.25,0,0,0,0,75.17,96.6,0,0,0,70.33,0,0,87.43,73.5,0,0,0,0,0,0,0,0,96.33,0,117.33,99.22,52.56,0,0,0,0,0,0,0,196.25,0,0,47.54,0,0,0,0,45.67,0,0,37.11,92,0,0,0,0,0,0,0,0,0,0,223.6,67.33,114,0,0,0,0,0,0,81,118,40,0,0,0,0,0,0,100.64,0,0,0,0,0,0,0,0,56.29,0,0,186.67,75.33,82.33,0,0,0,0,0,0,0,0,0,0,0,189.91,0,0,54,0,110.67,0,39.25,0,0,38,0,0,0,284,57.4,0,65.8,0,0,0,106.33,0,91.2,0,0,0,100.13,127.25,100.11,103.4,0,0,0,0,0,0,0,0,0,379.6,56.4,0,45.36,57,75.25,0,0,101.67,0,0,0,159.67,0,7,0,0,0,0,0,0,77.33,66,145.67,123.53
11/JUL/23 04:30:00.000000000 AM,0,0,0,0,0,0,0,21.83,343.11,65.75,70,0,82,62.08,0,0,0,0,0,0,0,54,82.2,101,110.75,0,0,0,68.43,36.25,81,0,0,0,0,0,0,48,0,0,0,0,0,0,0,44.39,77.75,0,0,163.56,443.33,142.75,0,0,0,0,108.2,108.5,0,72.75,0,80.88,0,147.25,102.09,64.38,0,0,0,0,0,69.8,0,161.29,89.4,89.86,128.11,104.3,49.6,0,0,0,0,0,92.8,0,206,0,0,49.67,0,0,0,94.29,40,0,213.33,36.44,97.38,165.22,0,0,0,0,97.4,0,0,0,0,225.25,63,104.06,0,0,0,0,0,102.2,92.54,114.75,58.56,0,0,0,0,0,0,99.29,98.33,0,20.67,0,0,71.75,0,0,51,320,0,172.17,74.22,103,0,0,0,0,0,0,0,0,0,0,0,93.45,0,0,54.67,49.4,132,0,39.75,0,0,38.71,59.71,0,0,312,77.17,0,62.67,0,0,0,0,0,0,172,0,0,96.67,115,104.19,109.1,26,0,0,0,392.8,0,0,0,19.6,104,57.31,0,44.58,61.67,80.4,0,0,0,0,0,0,154,96.6,0,0,0,0,0,0,0,85.25,54.91,138,141.07
11/JUL/23 04:45:00.000000000 AM,0,0,0,0,0,0,0,20.74,344.41,73.67,84.33,0,81.5,60.59,0,0,0,0,0,0,113.5,0,84.38,84.67,108.79,0,0,0,53,35.38,0,0,0,0,0,0,0,51.11,0,0,0,0,0,0,0,34.18,0,0,0,156.8,193,134.2,0,0,0,0,0,101.7,1855,73.5,141,97.4,0,0,89.33,64.64,0,0,0,0,0,0,0,138.33,88.22,78,130.36,103.33,49.67,0,0,0,0,0,89.2,0,199.6,0,0,50.6,0,0,0,98.29,45.8,0,236.25,49.5,88.36,153.86,0,0,0,0,94.67,0,0,0,0,229.25,73.74,105.38,0,0,0,0,0,0,84.82,105.86,50.17,0,0,0,0,0,0,99.31,102.8,0,20.11,0,0,72.26,0,0,50.59,0,0,174.53,96.1,110.5,0,0,0,0,0,0,0,0,0,0,0,106.79,0,0,51.82,41.67,161.2,184.25,39.63,0,0,40.75,55.57,66.88,0,296.22,58.29,0,64.5,87.4,0,109.5,125.78,0,0,305.57,0,0,89.44,127.6,110,102.27,0,0,0,0,0,0,0,0,0,115.67,56.92,0,44.27,55.4,83,0,109.67,103.67,0,0,0,160.4,92.25,24.25,80.78,0,0,0,0,0,0,51.67,138.75,136.14
11/JUL/23 05:00:00.000000000 AM,0,0,0,0,0,0,0,21.37,350.67,67,94.5,0,83.46,56.81,0,0,0,0,0,125.25,129.67,73.5,87.67,85.56,106.71,0,0,140.25,0,42.73,0,0,0,0,0,0,0,51.75,0,0,0,205,0,0,119.25,45.88,61.5,0,0,180.62,205,148.13,0,0,0,0,110,106,541,80.5,0,99.75,0,0,95.25,66.18,607,0,0,0,117.25,75,0,162.6,91.13,86.56,115.92,102.3,58.73,0,0,0,0,0,96,0,201.11,0,0,50.8,0,0,113,120.88,43.83,0,244.3,47.88,99.78,170.6,0,0,0,0,101.25,0,351.25,37,0,229.38,82.4,117.62,0,0,0,0,0,107.5,97.4,0,53.09,0,0,0,0,0,0,96.95,100.33,0,20,0,0,77.14,0,0,50.85,0,0,187,76.86,111.89,0,185.38,167,0,0,0,0,0,0,0,0,105.06,0,0,53.06,45.75,172.67,0,41.07,0,0,39.36,56.78,62,0,278.67,61.36,0,66.17,89,0,124,130.5,0,93.75,189.57,0,0,96,128.69,107.75,108.75,25.2,0,0,0,0,80.67,0,0,0,80,58.42,0,44.98,55.11,91.26,0,98.25,90.2,0,0,0,155.93,84.25,11,0,0,0,131.17,0,0,82.5,62.92,152.75,118.58
